,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 2,Jogo 2,Jogo 2,Jogo 2,Jogo 2,Jogo 2
10621,6766,27,Fortaleza,Amarelo,Carlos Emiliano Pereira,6.0,Zagueiro,32,,,,,,
10622,6766,27,Gremio,Amarelo,André Felipe Ribeiro de Souza,90.0,Atacante,29,,,,,,
10623,6766,27,Fortaleza,Amarelo,Kieza,86.0,Atacante,90+3,,,,,,
10624,6766,27,Fortaleza,Amarelo,Marlon,28.0,Meio-campo,82,,,,,,
10625,6766,27,Gremio,Amarelo,Rafael Galhardo,42.0,Zagueiro,90+4,,,,,,
10626,6766,27,Gremio,Vermelho,Rafael Galhardo,42.0,Zagueiro,90+4,,,,,,
10627,6767,27,Corinthians,Amarelo,Fagner,23.0,Zagueiro,76,,,,,,
10628,6767,27,Cruzeiro,Amarelo,Éderson,15.0,Meio-campo,21,,,,,,
10629,6767,27,Corinthians,Amarelo,Vágner Love,9.0,Atacante,90+2,,,,,,
10630,6767,27,Corinthians,Amarelo,Bruno Méndez,14.0,Zagueiro,37,,,,,,
10631,6768,27,Internacional,Amarelo,Bruno César Pereira da Silva,21.0,Meio-campo,50,,,,,,
10632,6768,27,Vasco,Amarelo,Fredy Guarín,13.0,Meio-campo,78,,,,,,
10633,6768,27,Internacional,Amarelo,Patrick,88.0,Meio-campo,90+1,,,,,,
10634,6768,27,Internacional,Amarelo,Andrés D'Alessandro,10.0,Atacante,45+4,,,,,,
10635,6769,27,Sao Paulo,Amarelo,Luan Vinícius da Silva Santos,13.0,Meio-campo,70,,,,,,
10636,6769,27,Sao Paulo,Amarelo,Bruno Alves,3.0,Zagueiro,45+1,,,,,,
10637,6769,27,Avai,Vermelho,Brenner Marlos Varanda de Oliveira,9.0,Atacante,23,,,,,,
10638,6769,27,Sao Paulo,Amarelo,Antony Matheus dos Santos,39.0,Meio-campo,75,,,,,,
10639,6769,27,Sao Paulo,Amarelo,Daniel Alves,10.0,Zagueiro,49,,,,,,
10640,6769,27,Avai,Amarelo,Richard Franco,27.0,Meio-campo,90+4,,,,,,
10641,6770,27,Atletico-MG,Amarelo,Rómulo Otero,80.0,Meio-campo,72,,,,,,
10642,6770,27,Atletico-MG,Amarelo,Elias Mendes Trindade,7.0,Meio-campo,32,,,,,,
10643,6770,27,Santos,Amarelo,Derlis González,17.0,Atacante,37,,,,,,
10644,6770,27,Santos,Amarelo,Yeferson Soteldo,10.0,Atacante,27,,,,,,
10645,6770,27,Atletico-MG,Amarelo,Luan Madson Gedeão de Paiva,27.0,Meio-campo,39,,,,,,
10646,6770,27,Santos,Amarelo,Luan Peres Petroni,14.0,Zagueiro,90+1,,,,,,
10647,6770,27,Santos,Amarelo,Lucas Veríssimo,28.0,Zagueiro,32,,,,,,
10648,6771,27,Flamengo,Amarelo,Pablo Marí Villar,4.0,Zagueiro,45+1,,,,,,
10649,6771,27,Fluminense,Amarelo,Lucas Vinicius Gonçalves Silva,12.0,Atacante,80,,,,,,
10650,6771,27,Fluminense,Amarelo,Frazan,13.0,Zagueiro,53,,,,,,
10651,6771,27,Fluminense,Amarelo,Paulo Henrique Ganso,10.0,Meio-campo,36,,,,,,
10652,6771,27,Flamengo,Amarelo,Gabriel Barbosa,9.0,Atacante,90+5,,,,,,
10653,6771,27,Flamengo,Amarelo,Robert Piris da Motta,25.0,Meio-campo,23,,,,,,
10654,6771,27,Fluminense,Amarelo,Yuri Oliveira Lima,6.0,Meio-campo,77,,,,,,
10655,6771,27,Fluminense,Amarelo,Caio Henrique,19.0,Zagueiro,43,,,,,,
10656,6772,27,Chapecoense,Amarelo,Rafael Pereira dos Santos,33.0,Zagueiro,33,,,,,,
10657,6772,27,Goias,Amarelo,Rafael Diniz Alves e Silva,17.0,Meio-campo,67,,,,,,
10658,6772,27,Goias,Amarelo,Geovane,5.0,Meio-campo,50,,,,,,
10659,6772,27,Chapecoense,Amarelo,Douglas Silva Bacelar,23.0,Zagueiro,66,,,,,,
10660,6772,27,Goias,Amarelo,Vinícius Lopes,70.0,Atacante,67,,,,,,
10661,6772,27,Goias,Amarelo,Kevin Peterson dos Santos Silva,2.0,Zagueiro,54,,,,,,
10662,6772,27,Goias,Amarelo,Jefferson,13.0,Zagueiro,11,,,,,,
10663,6773,27,Athletico-PR,Amarelo,Thiago Heleno,44.0,Zagueiro,69,,,,,,
10664,6773,27,Palmeiras,Amarelo,Gustavo Gómez,15.0,Zagueiro,30,,,,,,
10665,6773,27,Palmeiras,Amarelo,Bruno Henrique Corsini,19.0,Meio-campo,71,,,,,,
10666,6774,27,Bahia,Amarelo,Alejandro Guerra,18.0,Meio-campo,32,,,,,,
10667,6774,27,Ceara,Amarelo,Cristovam,2.0,Zagueiro,34,,,,,,
10668,6774,27,Bahia,Amarelo,José Élber Pimentel da Silva,7.0,Meio-campo,40,,,,,,
10669,6774,27,Ceara,Amarelo,Felipe de Oliveira Silva,10.0,Meio-campo,54,,,,,,
10670,6774,27,Ceara,Amarelo,Bérgson Gustavo Silveira da Silva,77.0,Atacante,17,,,,,,
10671,6775,27,Botafogo-RJ,Amarelo,Rickson,27.0,Meio-campo,90,,,,,,
10672,6775,27,CSA,Amarelo,Carlos Andrade Souza,6.0,Zagueiro,90+3,,,,,,
10673,6775,27,Botafogo-RJ,Amarelo,Cícero Santos,8.0,Meio-campo,30,,,,,,
10674,6775,27,CSA,Amarelo,João Vitor Lima Gomes,7.0,Meio-campo,35,,,,,,
10675,6775,27,CSA,Vermelho,João Vitor Lima Gomes,7.0,Meio-campo,79,,,,,,
10676,6780,28,Cruzeiro,Amarelo,Carlos de Menezes Júnior,14.0,Zagueiro,39,,,,,,
10677,6780,28,Fortaleza,Amarelo,Felipe,15.0,Meio-campo,33,,,,,,
10678,6780,28,Cruzeiro,Amarelo,Róbson Michael Signorini,19.0,Meio-campo,47,,,,,,
10679,6780,28,Cruzeiro,Amarelo,Jadson,27.0,Meio-campo,35,,,,,,
10680,6776,28,Corinthians,Amarelo,Carlos Gilberto do Nascimento Silva,26.0,Zagueiro,90+4,,,,,,
10681,6776,28,Corinthians,Amarelo,Mauro Boselli,17.0,Atacante,76,,,,,,
10682,6776,28,Corinthians,Amarelo,Danilo Avelar,35.0,Zagueiro,90+1,,,,,,
10683,6776,28,Santos,Amarelo,Jobson Souza Santos,20.0,Meio-campo,77,,,,,,
10684,6777,28,Ceara,Amarelo,Auremir Evangelista dos Santos,18.0,Meio-campo,90+1,,,,,,
10685,6777,28,Ceara,Amarelo,William,55.0,Meio-campo,45+2,,,,,,
10686,6777,28,Vasco,Amarelo,Richard Candido Coelho,25.0,Meio-campo,48,,,,,,
10687,6777,28,Ceara,Amarelo,Leandro Carvalho,82.0,Atacante,88,,,,,,
10688,6777,28,Vasco,Amarelo,Rossicley Pereira da Silva,7.0,Atacante,69,,,,,,
10689,6777,28,Vasco,Amarelo,Bruno Gomes,41.0,Meio-campo,26,,,,,,
10690,6778,28,Bahia,Amarelo,Gilberto Oliveira Souza Junior,9.0,Atacante,66,,,,,,
10691,6778,28,Internacional,Amarelo,Edenílson Andrade dos Santos,8.0,Meio-campo,90+3,,,,,,
10692,6778,28,Internacional,Amarelo,Neilton Mestzk,17.0,Meio-campo,36,,,,,,
10693,6778,28,Internacional,Amarelo,Heitor Rodrigues da Fonseca,31.0,Zagueiro,90+3,,,,,,
10694,6778,28,Internacional,Amarelo,Bruno Fuchs,45.0,Zagueiro,37,,,,,,
10695,6778,28,Internacional,Amarelo,Rodrigo Lindoso,19.0,Meio-campo,29,,,,,,
10696,6779,28,Fluminense,Amarelo,Allan Rodrigues de Souza,29.0,Meio-campo,59,,,,,,
10697,6779,28,Chapecoense,Amarelo,Carlos Eduardo Santos Oliveira,2.0,Zagueiro,75,,,,,,
10698,6779,28,Chapecoense,Amarelo,Maurício Ramos,44.0,Zagueiro,21,,,,,,
10699,6779,28,Chapecoense,Amarelo,Henrique Almeida,91.0,Meio-campo,84,,,,,,
10700,6779,28,Chapecoense,Amarelo,Everaldo Stum,77.0,Atacante,45+3,,,,,,
10701,6781,28,Goias,Amarelo,Breno,35.0,Meio-campo,53,,,,,,
10702,6781,28,Athletico-PR,Amarelo,Khellven Douglas Silva Oliveira,13.0,Zagueiro,16,,,,,,
10703,6782,28,Gremio,Amarelo,Pedro Geromel,3.0,Zagueiro,37,,,,,,
10704,6782,28,Botafogo-RJ,Amarelo,Yuri Antonio Costa da Silva,31.0,Zagueiro,36,,,,,,
10705,6782,28,Gremio,Amarelo,Walter Kannemann,4.0,Zagueiro,90+1,,,,,,
10706,6782,28,Gremio,Amarelo,Matheus Henrique de Souza,14.0,Meio-campo,6,,,,,,
10707,6782,28,Botafogo-RJ,Amarelo,Cícero Santos,8.0,Meio-campo,7,,,,,,
10708,6784,28,Avai,Amarelo,Ricardo Thalheimer,14.0,Zagueiro,85,,,,,,
10709,6784,28,Avai,Amarelo,Ebert Willian Amâncio,3.0,Zagueiro,40,,,,,,
10710,6784,28,Palmeiras,Amarelo,Felipe Melo,30.0,Meio-campo,49,,,,,,
10711,6784,28,Avai,Amarelo,Jonathan,39.0,Atacante,49,,,,,,
10712,6784,28,Palmeiras,Amarelo,Weverton Pereira da Silva,21.0,Goleiro,78,,,,,,
10713,6785,28,CSA,Amarelo,Apodi,20.0,Meio-campo,90+2,,,,,,
10714,6785,28,Flamengo,Amarelo,Gerson Santos da Silva,8.0,Meio-campo,67,,,,,,
10715,6785,28,CSA,Amarelo,João Carlos Heidemann,1.0,Goleiro,56,,,,,,
10716,6788,29,Atletico-MG,Amarelo,Juan Cazares,10.0,Meio-campo,84,,,,,,
10717,6788,29,Chapecoense,Amarelo,Dalberto,29.0,Meio-campo,62,,,,,,
10718,6788,29,Chapecoense,Amarelo,Roberto Heuchayer,90.0,Meio-campo,32,,,,,,
10719,6788,29,Atletico-MG,Amarelo,Rómulo Otero,80.0,Meio-campo,88,,,,,,
10720,6788,29,Atletico-MG,Amarelo,Igor Rabello,16.0,Zagueiro,68,,,,,,
10721,6788,29,Chapecoense,Amarelo,Henrique Almeida,91.0,Meio-campo,37,,,,,,
10722,6787,29,Avai,Amarelo,Bruno Sávio,18.0,Atacante,90,,,,,,
10723,6787,29,Avai,Amarelo,Júlio César Godinho Catole,26.0,Zagueiro,81,,,,,,
10724,6787,29,Fortaleza,Amarelo,Paulo Marcos de Jesus Ribeiro,25.0,Zagueiro,25,,,,,,
10725,6787,29,Avai,Vermelho,Eduardo Kunde,63.0,Zagueiro,88,,,,,,
10726,6787,29,Avai,Amarelo,Jonathan,39.0,Atacante,83,,,,,,
10727,6787,29,Avai,Amarelo,Leonardo Moreira Morais,32.0,Zagueiro,40,,,,,,
10728,6790,29,Vasco,Amarelo,Marrony,38.0,Atacante,11,,,,,,
10729,6790,29,Gremio,Amarelo,Michel Ferreira dos Santos,5.0,Meio-campo,27,,,,,,
10730,6790,29,Vasco,Amarelo,Leandro Castán,5.0,Zagueiro,67,,,,,,
10731,6790,29,Gremio,Amarelo,Bruno Cortês,12.0,Zagueiro,70,,,,,,
10732,6789,29,Fluminense,Amarelo,Yuri Oliveira Lima,6.0,Meio-campo,21,,,,,,
10733,6789,29,Ceara,Amarelo,Fabinho,19.0,Meio-campo,86,,,,,,
10734,6791,29,CSA,Amarelo,Jonatan Gómez,29.0,Meio-campo,89,,,,,,
10735,6791,29,CSA,Amarelo,Luciano Castán,4.0,Zagueiro,78,,,,,,
10736,6791,29,CSA,Amarelo,Euller,16.0,Zagueiro,33,,,,,,
10737,6791,29,Corinthians,Amarelo,Fagner,23.0,Zagueiro,27,,,,,,
10738,6791,29,CSA,Amarelo,Ricardo Bueno,9.0,Atacante,81,,,,,,
10739,6791,29,CSA,Amarelo,Dawhan,8.0,Meio-campo,66,,,,,,
10740,6791,29,Corinthians,Amarelo,Danilo Avelar,35.0,Zagueiro,51,,,,,,
10741,6791,29,CSA,Amarelo,Jean Cléber,15.0,Meio-campo,90+5,,,,,,
10742,6792,29,Santos,Amarelo,Jean Mota Oliveira de Souza,41.0,Meio-campo,82,,,,,,
10743,6792,29,Santos,Amarelo,Mário Sérgio Santos Costa,11.0,Atacante,32,,,,,,
10744,6792,29,Bahia,Amarelo,Ronaldo da Silva Souza,16.0,Meio-campo,66,,,,,,
10745,6792,29,Bahia,Amarelo,Gregore,26.0,Meio-campo,30,,,,,,
10746,6792,29,Santos,Amarelo,Lucas Veríssimo,28.0,Zagueiro,86,,,,,,
10747,6792,29,Santos,Amarelo,Alison Lopes Ferreira,5.0,Meio-campo,45+1,,,,,,
10748,6792,29,Santos,Amarelo,Marcos Rogério Ricci Lopes,31.0,Zagueiro,27,,,,,,
10749,6792,29,Bahia,Amarelo,João Pedro Maturano dos Santos,23.0,Meio-campo,46,,,,,,
10750,6793,29,Goias,Amarelo,Rafael Elias,99.0,Atacante,89,,,,,,
10751,6793,29,Goias,Amarelo,Gilberto dos Santos Souza Júnior,29.0,Meio-campo,59,,,,,,
10752,6793,29,Flamengo,Amarelo,Gabriel Barbosa,9.0,Atacante,90+4,,,,,,
10753,6793,29,Flamengo,Amarelo,César Bernardo Dutra,37.0,Goleiro,81,,,,,,
10754,6793,29,Goias,Amarelo,Leandro Barcia Montero,30.0,Meio-campo,90+4,,,,,,
10755,6793,29,Goias,Amarelo,Jefferson,13.0,Zagueiro,73,,,,,,
10756,6793,29,Goias,Amarelo,Rafael Moura,9.0,Atacante,34,,,,,,
10757,6793,29,Flamengo,Amarelo,Bruno Henrique,27.0,Meio-campo,90+1,,,,,,
10758,6793,29,Flamengo,Vermelho,César Bernardo Dutra,37.0,Goleiro,88,,,,,,
10759,6794,29,Internacional,Amarelo,Heitor Rodrigues da Fonseca,31.0,Zagueiro,88,,,,,,
10760,6794,29,Athletico-PR,Amarelo,Márcio Azevedo,6.0,Zagueiro,81,,,,,,
10761,6794,29,Internacional,Amarelo,Víctor Cuesta,15.0,Zagueiro,90+4,,,,,,
10762,6794,29,Internacional,Amarelo,Andrés D'Alessandro,10.0,Meio-campo,31,,,,,,
10763,6794,29,Athletico-PR,Amarelo,Wellington Aparecido Martins,5.0,Meio-campo,31,,,,,,
10764,6795,29,Botafogo-RJ,Amarelo,Luiz Fernando Moraes dos Santos,9.0,Meio-campo,27,,,,,,
10765,6795,29,Cruzeiro,Amarelo,José Rodolfo Pires Ribeiro,18.0,Zagueiro,90+2,,,,,,
10766,6795,29,Cruzeiro,Amarelo,Fabrício Bruno,25.0,Zagueiro,90+2,,,,,,
10767,6795,29,Cruzeiro,Amarelo,Thiago Neves,10.0,Meio-campo,85,,,,,,
10768,6796,30,Fortaleza,Amarelo,Wellington Paulista,9.0,Atacante,88,,,,,,
10769,6796,30,Fortaleza,Amarelo,Jackson de Souza,26.0,Zagueiro,59,,,,,,
10770,6796,30,Atletico-MG,Amarelo,Réver,4.0,Zagueiro,66,,,,,,
10771,6796,30,Atletico-MG,Vermelho,Geuvânio,49.0,Meio-campo,46,,,,,,
10772,6796,30,Fortaleza,Amarelo,Felipe,15.0,Meio-campo,73,,,,,,
10773,6796,30,Atletico-MG,Amarelo,Franco Di Santo,26.0,Atacante,74,,,,,,
10774,6796,30,Atletico-MG,Amarelo,Geuvânio,49.0,Meio-campo,36,,,,,,
10775,6798,30,Palmeiras,Amarelo,Vitor Hugo Franchescoli de Souza,4.0,Zagueiro,11,,,,,,
10776,6798,30,Ceara,Amarelo,Cristovam,2.0,Zagueiro,44,,,,,,
10777,6798,30,Palmeiras,Amarelo,Weverton Pereira da Silva,21.0,Goleiro,89,,,,,,
10778,6798,30,Ceara,Amarelo,Eduardo Brock,4.0,Zagueiro,73,,,,,,
10779,6797,30,Fluminense,Amarelo,Yony González,11.0,Atacante,70,,,,,,
10780,6797,30,Vasco,Amarelo,Richard Candido Coelho,25.0,Meio-campo,86,,,,,,
10781,6797,30,Vasco,Amarelo,Bruno Gomes,41.0,Meio-campo,21,,,,,,
10782,6797,30,Fluminense,Amarelo,Nino,33.0,Zagueiro,31,,,,,,
10783,6797,30,Vasco,Amarelo,Marrony,38.0,Meio-campo,33,,,,,,
10784,6799,30,Chapecoense,Amarelo,Márcio Rodrigues Araújo,8.0,Meio-campo,58,,,,,,
10785,6799,30,Sao Paulo,Amarelo,Tiago Luis Volpi,23.0,Goleiro,67,,,,,,
10786,6799,30,Chapecoense,Amarelo,José Renato da Silva Júnior,19.0,Meio-campo,85,,,,,,
10787,6799,30,Sao Paulo,Amarelo,Igor Gomes,26.0,Meio-campo,69,,,,,,
10788,6801,30,Athletico-PR,Amarelo,Thiago Heleno,44.0,Zagueiro,69,,,,,,
10789,6801,30,Athletico-PR,Amarelo,Bruno Guimarães,39.0,Meio-campo,21,,,,,,
10790,6801,30,CSA,Amarelo,Warley,13.0,Meio-campo,90+4,,,,,,
10791,6801,30,CSA,Amarelo,Dawhan,8.0,Meio-campo,25,,,,,,
10792,6801,30,Athletico-PR,Amarelo,Marco Ruben,9.0,Atacante,69,,,,,,
10793,6801,30,CSA,Amarelo,Luciano Castán,4.0,Zagueiro,90+5,,,,,,
10794,6801,30,CSA,Amarelo,Ricardo Bueno,9.0,Atacante,90+3,,,,,,
10795,6800,30,Corinthians,Amarelo,Régis,20.0,Meio-campo,45,,,,,,
10796,6802,30,Gremio,Amarelo,Maicon,8.0,Meio-campo,27,,,,,,
10797,6802,30,Internacional,Amarelo,Edenílson Andrade dos Santos,8.0,Meio-campo,29,,,,,,
10798,6802,30,Gremio,Amarelo,Bruno Cortês,12.0,Zagueiro,80,,,,,,
10799,6802,30,Internacional,Amarelo,Patrick,88.0,Meio-campo,86,,,,,,
10800,6802,30,Internacional,Vermelho,Marcelo Lomba,12.0,Goleiro,51,,,,,,
10801,6803,30,Santos,Amarelo,Mário Sérgio Santos Costa,11.0,Atacante,85,,,,,,
10802,6804,30,Cruzeiro,Amarelo,Henrique Pacheco Lima,8.0,Meio-campo,82,,,,,,
10803,6804,30,Cruzeiro,Amarelo,Luis Manuel Orejuela,28.0,Zagueiro,45+4,,,,,,
10804,6804,30,Cruzeiro,Vermelho,Luis Manuel Orejuela,28.0,Zagueiro,64,,,,,,
10805,6804,30,Cruzeiro,Amarelo,Fred,9.0,Atacante,73,,,,,,
10806,6805,30,Avai,Amarelo,Vladimir Orlando Cardoso de Araújo Filho,89.0,Goleiro,88,,,,,,
10807,6805,30,Avai,Amarelo,Geirton Marques Aires,20.0,Meio-campo,62,,,,,,
10808,6805,30,Goias,Amarelo,Fábio Sanches,27.0,Zagueiro,58,,,,,,
10809,6805,30,Avai,Amarelo,Pedro Castro,7.0,Meio-campo,73,,,,,,
10810,6809,31,Athletico-PR,Amarelo,Wellington Aparecido Martins,5.0,Meio-campo,62,,,,,,
10811,6809,31,Cruzeiro,Amarelo,Luiz Ricardo Alves,99.0,Atacante,45+3,,,,,,
10812,6809,31,Athletico-PR,Amarelo,Marco Ruben,9.0,Atacante,90+3,,,,,,
10813,6809,31,Athletico-PR,Amarelo,Léo Pereira,4.0,Zagueiro,25,,,,,,
10814,6809,31,Cruzeiro,Vermelho,Luiz Ricardo Alves,99.0,Atacante,59,,,,,,
10815,6806,31,Corinthians,Amarelo,Júnior Urso,11.0,Meio-campo,49,,,,,,
10816,6806,31,Fortaleza,Amarelo,Felipe Alves,12.0,Goleiro,63,,,,,,
10817,6806,31,Corinthians,Amarelo,Gabriel Girotto Franco,5.0,Meio-campo,78,,,,,,
10818,6806,31,Fortaleza,Amarelo,Felipe,15.0,Meio-campo,65,,,,,,
10819,6806,31,Fortaleza,Amarelo,Marlon,28.0,Meio-campo,62,,,,,,
10820,6807,31,Goias,Amarelo,Leandro Barcia Montero,30.0,Meio-campo,84,,,,,,
10821,6807,31,Goias,Amarelo,Rafael Moura,9.0,Atacante,23,,,,,,
10822,6808,31,Avai,Amarelo,Geirton Marques Aires,20.0,Meio-campo,90+3,,,,,,
10823,6808,31,Avai,Amarelo,Richard Franco,27.0,Meio-campo,73,,,,,,
10824,6808,31,Avai,Amarelo,Luanderson Johnala Marques da Silva,16.0,Meio-campo,37,,,,,,
10825,6808,31,Santos,Amarelo,Gustavo Henrique Vernes,6.0,Zagueiro,45+1,,,,,,
10826,6808,31,Santos,Vermelho,Gustavo Henrique Vernes,6.0,Zagueiro,62,,,,,,
10827,6808,31,Avai,Amarelo,Igor Fernandes da Silva Araújo,23.0,Meio-campo,82,,,,,,
10828,6808,31,Avai,Amarelo,Leonardo Moreira Morais,32.0,Meio-campo,52,,,,,,
10829,6808,31,Santos,Amarelo,Luiz Felipe,2.0,Zagueiro,75,,,,,,
10830,6808,31,Avai,Vermelho,Leonardo Moreira Morais,32.0,Meio-campo,85,,,,,,
10831,6810,31,Vasco,Amarelo,Danilo Barcelos,14.0,Zagueiro,81,,,,,,
10832,6810,31,Vasco,Vermelho,Leandro Castán,5.0,Zagueiro,85,,,,,,
10833,6810,31,Vasco,Amarelo,Marrony,38.0,Meio-campo,45+1,,,,,,
10834,6810,31,Vasco,Amarelo,Rossicley Pereira da Silva,7.0,Meio-campo,22,,,,,,
10835,6810,31,Palmeiras,Amarelo,Lucas Rafael Araújo Lima,20.0,Meio-campo,63,,,,,,
10836,6810,31,Palmeiras,Amarelo,Matheus Fernandes,35.0,Meio-campo,45+3,,,,,,
10837,6810,31,Vasco,Amarelo,Leandro Castán,5.0,Zagueiro,85,,,,,,
10838,6810,31,Vasco,Amarelo,Bruno César,10.0,Meio-campo,48,,,,,,
10839,6810,31,Vasco,Amarelo,Fellipe Bastos,6.0,Meio-campo,34,,,,,,
10840,6810,31,Vasco,Amarelo,Oswaldo José Henríquez Bocanegra,3.0,Zagueiro,22,,,,,,
10841,6810,31,Palmeiras,Amarelo,José Rafael Vivian,8.0,Meio-campo,55,,,,,,
10842,6810,31,Palmeiras,Amarelo,Deyverson,16.0,Atacante,39,,,,,,
10843,6811,31,Bahia,Amarelo,Arthur Caike do Nascimento Cruz,77.0,Atacante,87,,,,,,
10844,6811,31,Chapecoense,Amarelo,Roberto Heuchayer,90.0,Meio-campo,81,,,,,,
10845,6811,31,Chapecoense,Amarelo,José Renato da Silva Júnior,19.0,Meio-campo,90,,,,,,
10846,6811,31,Chapecoense,Amarelo,Douglas Silva Bacelar,23.0,Zagueiro,9,,,,,,
10847,6812,31,Ceara,Amarelo,Pedro Ken,88.0,Meio-campo,85,,,,,,
10848,6812,31,Internacional,Amarelo,Patrick,88.0,Meio-campo,60,,,,,,
10849,6812,31,Ceara,Amarelo,Bérgson Gustavo Silveira da Silva,77.0,Atacante,45+1,,,,,,
10850,6812,31,Internacional,Amarelo,Andrés D'Alessandro,10.0,Meio-campo,45+1,,,,,,
10851,6813,31,Sao Paulo,Amarelo,Alexandre Pato,7.0,Atacante,85,,,,,,
10852,6813,31,Fluminense,Amarelo,Nenê,77.0,Meio-campo,90+1,,,,,,
10853,6813,31,Sao Paulo,Amarelo,Daniel Alves,10.0,Zagueiro,62,,,,,,
10854,6814,31,Botafogo-RJ,Amarelo,Gabriel Costa França,2.0,Zagueiro,45+7,,,,,,
10855,6814,31,Botafogo-RJ,Amarelo,Fernando Peixoto Costanza,13.0,Zagueiro,23,,,,,,
10856,6814,31,Flamengo,Amarelo,Pablo Marí Villar,4.0,Zagueiro,74,,,,,,
10857,6814,31,Botafogo-RJ,Vermelho,Luiz Fernando Moraes dos Santos,9.0,Meio-campo,55,,,,,,
10858,6814,31,Botafogo-RJ,Amarelo,Jean Carlos de Souza Irmer,15.0,Meio-campo,88,,,,,,
10859,6814,31,Botafogo-RJ,Amarelo,Joel Carli,3.0,Zagueiro,30,,,,,,
10860,6814,31,Botafogo-RJ,Amarelo,Luiz Fernando Moraes dos Santos,9.0,Meio-campo,8,,,,,,
10861,6814,31,Flamengo,Amarelo,Rafinha,13.0,Zagueiro,14,,,,,,
10862,6815,31,Gremio,Amarelo,Bruno Cortês,12.0,Zagueiro,90+1,,,,,,
10863,6815,31,Gremio,Amarelo,Walter Kannemann,4.0,Zagueiro,62,,,,,,
10864,6815,31,CSA,Amarelo,Alan Henrique Costa,3.0,Zagueiro,44,,,,,,
10865,6815,31,Gremio,Amarelo,Maicon,8.0,Meio-campo,78,,,,,,
10866,6815,31,CSA,Amarelo,Bruno Alves de Souza,23.0,Atacante,68,,,,,,
10867,6816,32,Goias,Amarelo,Alan Ruschel,28.0,Zagueiro,56,,,,,,
10868,6816,32,Goias,Amarelo,Rafael Vaz,4.0,Zagueiro,43,,,,,,
10869,6816,32,Santos,Amarelo,Alison Lopes Ferreira,5.0,Meio-campo,65,,,,,,
10870,6816,32,Goias,Amarelo,Gilberto dos Santos Souza Júnior,29.0,Meio-campo,90+5,,,,,,
10871,6816,32,Goias,Amarelo,Michael Richard Delgado de Oliveira,11.0,Meio-campo,45+1,,,,,,
10872,6816,32,Santos,Amarelo,Jorge Marco de Oliveira Moraes,3.0,Zagueiro,66,,,,,,
10873,6817,32,Palmeiras,Amarelo,Marcos Rocha,2.0,Zagueiro,66,,,,,,
10874,6817,32,Palmeiras,Amarelo,Thiago dos Santos,5.0,Meio-campo,81,,,,,,
10875,6817,32,Corinthians,Amarelo,Gabriel Girotto Franco,5.0,Meio-campo,77,,,,,,
10876,6820,32,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,6.0,Zagueiro,55,,,,,,
10877,6820,32,Athletico-PR,Amarelo,Guilherme Camacho,15.0,Meio-campo,45,,,,,,
10878,6820,32,Sao Paulo,Amarelo,Antony Matheus dos Santos,39.0,Meio-campo,86,,,,,,
10879,6820,32,Athletico-PR,Amarelo,Wellington Aparecido Martins,5.0,Meio-campo,57,,,,,,
10880,6818,32,Internacional,Amarelo,Paolo Guerrero,9.0,Atacante,89,,,,,,
10881,6818,32,Internacional,Amarelo,Heitor Rodrigues da Fonseca,31.0,Zagueiro,61,,,,,,
10882,6818,32,Fluminense,Amarelo,Gilberto Moraes Júnior,2.0,Zagueiro,76,,,,,,
10883,6818,32,Internacional,Amarelo,William Pottker,99.0,Meio-campo,67,,,,,,
10884,6818,32,Fluminense,Amarelo,Paulo Henrique Ganso,10.0,Meio-campo,86,,,,,,
10885,6819,32,Atletico-MG,Amarelo,Fábio Santos,6.0,Zagueiro,45+1,,,,,,
10886,6819,32,Cruzeiro,Amarelo,Henrique Pacheco Lima,8.0,Meio-campo,73,,,,,,
10887,6821,32,Flamengo,Amarelo,Bruno Henrique,27.0,Meio-campo,84,,,,,,
10888,6822,32,Chapecoense,Amarelo,Willian José de Souza,55.0,Zagueiro,52,,,,,,
10889,6822,32,Gremio,Amarelo,Patrick,30.0,Meio-campo,78,,,,,,
10890,6822,32,Chapecoense,Amarelo,Everaldo Stum,77.0,Atacante,45+1,,,,,,
10891,6822,32,Gremio,Amarelo,Matheus Henrique de Souza,14.0,Meio-campo,65,,,,,,
10892,6823,32,Fortaleza,Amarelo,Gabriel Dias de Oliveira,13.0,Zagueiro,90+5,,,,,,
10893,6823,32,Fortaleza,Amarelo,Juan Quintero Fletcher,3.0,Zagueiro,57,,,,,,
10894,6823,32,Ceara,Amarelo,Leandro Carvalho,82.0,Atacante,84,,,,,,
10895,6823,32,Ceara,Amarelo,Eduardo Brock,4.0,Zagueiro,59,,,,,,
10896,6823,32,Fortaleza,Amarelo,Osvaldo Filho,11.0,Meio-campo,57,,,,,,
10897,6823,32,Fortaleza,Amarelo,Bruno Ferreira Melo,30.0,Zagueiro,15,,,,,,
10898,6823,32,Ceara,Amarelo,Wescley,27.0,Meio-campo,82,,,,,,
10899,6823,32,Ceara,Amarelo,Andrevaldo Santos,3.0,Zagueiro,35,,,,,,
10900,6824,32,CSA,Vermelho,Jonatan Gómez,29.0,Meio-campo,82,,,,,,
